npn,municipio,direccion,ficha
050790200000100070007000000000,BARBOSA,CR 10 N 10-64,3004459
050790200000100070007000000000,BARBOSA,CR 10 N 10-64,3004459
050790200000100070011000000000,BARBOSA,CL 12 N 9-07,3004463
050790200000100070011000000000,BARBOSA,CL 12 N 9-07,3004463
050790200000100070011000000000,BARBOSA,CL 12 N 9-07,3004463
050790200000100070012000000000,BARBOSA,CL 12 N 9-03,3004464
050790200000100070012000000000,BARBOSA,CL 12 N 9-03,3004464
050790200000100070012000000000,BARBOSA,CL 12 N 9-03,3004464
050790200000100070016000000000,BARBOSA,CR 9 N 11-09,3004468
050790200000100080001000000000,BARBOSA,CL 11 N 8-04,3004470
050790200000100080001000000000,BARBOSA,CL 11 N 8-04,3004470
050790200000100080001000000000,BARBOSA,CL 11 N 8-04,3004470
050790200000100080001000000000,BARBOSA,CL 11 N 8-04,3004470
050790200000100080003000000000,BARBOSA,CL 11 N 8-12,3004472
050790200000100080003000000000,BARBOSA,CL 11 N 8-12,3004472
050790200000100090002000000000,BARBOSA,CR 8 N 10-02,3004483
050790200000100090002000000000,BARBOSA,CR 8 N 10-02,3004483
050790200000100090002000000000,BARBOSA,CR 8 N 10-02,3004483
050790200000100090002000000000,BARBOSA,CR 8 N 10-02,3004483
050790200000100090007000000000,BARBOSA,CR 8 N 10-34,3004488
050790200000100090009000000000,BARBOSA,CR 7 N 10-15,3004490
050790200000100090011000000000,BARBOSA,CR 7 N 10-07,3004492
050790200000100090011000000000,BARBOSA,CR 7 N 10-07,3004492
050790200000100090011000000000,BARBOSA,CR 7 N 10-07,3004492
050790200000100100001000000000,BARBOSA,CL 10 N 6-30,3004493
050790200000100100001000000000,BARBOSA,CL 10 N 6-30,3004493
050880100020400010088902060084,BELLO,CL 29A N 50-85 PI 6 T 2 PQ 621,1449026
050790200000100100002000000000,BARBOSA,CL 10 N 6-36,3004494
050790200000100100002000000000,BARBOSA,CL 10 N 6-36,3004494
050790200000100100003000000000,BARBOSA,CL 11 X CR 6,3004495
050790200000100100004000000000,BARBOSA,CL 10 N 6-64,3004496
050790200000100100004000000000,BARBOSA,CL 10 N 6-64,3004496
050790200000100100005000000000,BARBOSA,CL 10 N 6-72,3004497
050790200000100100006000000000,BARBOSA,CL 10 N 6-76 INT 1,3004498
050790200000100100006000000000,BARBOSA,CL 10 N 6-76 INT 1,3004498
050790200000100100007000000000,BARBOSA,CL 10 N 6-76,3004499
050790200000100100007000000000,BARBOSA,CL 10 N 6-76,3004499
050790200000100100007000000000,BARBOSA,CL 10 N 6-76,3004499
050790200000100100007000000000,BARBOSA,CL 10 N 6-76,3004499
050790200000100100007000000000,BARBOSA,CL 10 N 6-76,3004499
050790200000100100009000000000,BARBOSA,CL 10 N 6-90,3004503
050790200000100100011000000000,BARBOSA,CL 10 N 6-112,3004505
050790200000100100014000000000,BARBOSA,CL 10 N 6-136,3004508
050790200000100100014000000000,BARBOSA,CL 10 N 6-136,3004508
050790200000100100014000000000,BARBOSA,CL 10 N 6-136,3004508
050790200000100100016000000000,BARBOSA,CR 6A N  10-41,3004511
050790200000100100016000000000,BARBOSA,CR 6A N  10-41,3004511
050790200000100100016000000000,BARBOSA,CR 6A N  10-41,3004511
050790200000100100016000000000,BARBOSA,CR 6A N  10-41,3004511
050790200000100100016000000000,BARBOSA,CR 6A N  10-41,3004511
050790200000100100016000000000,BARBOSA,CR 6A N  10-41,3004511
050790200000100100016000000000,BARBOSA,CR 6A N  10-41,3004511
050790200000100100016000000000,BARBOSA,CR 6A N  10-41,3004511
050790200000100100016000000000,BARBOSA,CR 6A N  10-41,3004511
050790200000100100017000000000,BARBOSA,CR 6A N 10-35,3004512
050790200000100100017000000000,BARBOSA,CR 6A N 10-35,3004512
050790200000100100018000000000,BARBOSA,CL 10 N 6A-10,3004513
050790200000100100026000000000,BARBOSA,CR 6A N 10 55 LT,3016858
050790200000100100026000000000,BARBOSA,CR 6A N 10 55 LT,3016858
050790200000100100026000000000,BARBOSA,CR 6A N 10 55 LT,3016858
050790200000100100026000000000,BARBOSA,CR 6A N 10 55 LT,3016858
050790200000100110003000000000,BARBOSA,CL 10 N 5-18,3004521
050790200000100110003000000000,BARBOSA,CL 10 N 5-18,3004521
050790200000100110003000000000,BARBOSA,CL 10 N 5-18,3004521
050790200000100110003000000000,BARBOSA,CL 10 N 5-18,3004521
050790200000100110003000000000,BARBOSA,CL 10 N 5-18,3004521
050790200000100110004000000000,BARBOSA,CL 10 N 5-24,3004522
050790200000100110005000000000,BARBOSA,CL 10 N 5-30,3004523
050790200000100110006000000000,BARBOSA,CL 10 N 5-36 LO,3004524
050790200000100110007000000000,BARBOSA,CL 10 N 5-42,3004525
050790200000100110009000000000,BARBOSA,CL 10 N 5-54,3004527
050790200000100110009000000000,BARBOSA,CL 10 N 5-54,3004527
050790200000100110009000000000,BARBOSA,CL 10 N 5-54,3004527
050790200000100110010000000000,BARBOSA,CL 10 N 5-60,3004528
050790200000100110010000000000,BARBOSA,CL 10 N 5-60,3004528
050790200000100110011000000000,BARBOSA,CL 10 N 5-66,3004529
050790200000100110012000000000,BARBOSA,CL 10 N 5-72,3004530
050790200000100110012000000000,BARBOSA,CL 10 N 5-72,3004530
050790200000100110014000000000,BARBOSA,CL 10 N 5-98 A (101) (102),3004532
050790200000100110014000000000,BARBOSA,CL 10 N 5-98 A (101) (102),3004532
050790200000100110014000000000,BARBOSA,CL 10 N 5-98 A (101) (102),3004532
050790200000100110014000000000,BARBOSA,CL 10 N 5-98 A (101) (102),3004532
050790200000100110014000000000,BARBOSA,CL 10 N 5-98 A (101) (102),3004532
050790200000100110014000000000,BARBOSA,CL 10 N 5-98 A (101) (102),3004532
050790200000100110014000000000,BARBOSA,CL 10 N 5-98 A (101) (102),3004532
050790200000100110014000000000,BARBOSA,CL 10 N 5-98 A (101) (102),3004532
050790200000100110014000000000,BARBOSA,CL 10 N 5-98 A (101) (102),3004532
050790200000100110016000000000,BARBOSA,CL 10 N 5-126,3004537
050790200000100110016000000000,BARBOSA,CL 10 N 5-126,3004537
050790200000100110016000000000,BARBOSA,CL 10 N 5-126,3004537
050790200000100110019000000000,BARBOSA,CL 10 N 5-150,3004540
050790200000100110022000000000,BARBOSA,CL 10 N 5-170,3004543
050790200000100110022000000000,BARBOSA,CL 10 N 5-170,3004543
050790200000100110031000000000,BARBOSA,CL 10 N 5-204,3004560
050790200000100110033000000000,BARBOSA,CL 10 N 5-218,3004563
050790200000100110033000000000,BARBOSA,CL 10 N 5-218,3004563
050790200000100110033000000000,BARBOSA,CL 10 N 5-218,3004563
050790200000100110033000000000,BARBOSA,CL 10 N 5-218,3004563
050790200000100110033000000000,BARBOSA,CL 10 N 5-218,3004563
050790200000100110036000000000,BARBOSA,CL 10 X CR 6,3004566
050790200000100110036000000000,BARBOSA,CL 10 X CR 6,3004566
050790200000100120011000000000,BARBOSA,S.N.,12330420
050790200000100130007000000000,BARBOSA,CL 13 N 7-47,3004577
050790200000100130011000000000,BARBOSA,CL 13 N 7-37 PARROQUIA SANTA MARTA,3015348
050790200000100130011000000000,BARBOSA,CL 13 N 7-37 PARROQUIA SANTA MARTA,3015348
050880100080500170032901050147,BELLO,DG 67 N 31-150  ET 1B TO 1  AP 05-01             ,400009548
050790200000100130011000000000,BARBOSA,CL 13 N 7-37 PARROQUIA SANTA MARTA,3015348
050790200000100130011000000000,BARBOSA,CL 13 N 7-37 PARROQUIA SANTA MARTA,3015348
050790200000100130011000000000,BARBOSA,CL 13 N 7-37 PARROQUIA SANTA MARTA,3015348
050790200000100130011000000000,BARBOSA,CL 13 N 7-37 PARROQUIA SANTA MARTA,3015348
050790200000100130011000000000,BARBOSA,CL 13 N 7-37 PARROQUIA SANTA MARTA,3015348
050790200000100130011000000000,BARBOSA,CL 13 N 7-37 PARROQUIA SANTA MARTA,3015348
050790200000100130011000000000,BARBOSA,CL 13 N 7-37 PARROQUIA SANTA MARTA,3015348
050790200000100130011000000000,BARBOSA,CL 13 N 7-37 PARROQUIA SANTA MARTA,3015348
050790200000100130011000000000,BARBOSA,CL 13 N 7-37 PARROQUIA SANTA MARTA,3015348
050790200000100130011000000000,BARBOSA,CL 13 N 7-37 PARROQUIA SANTA MARTA,3015348
050790200000100130011000000000,BARBOSA,CL 13 N 7-37 PARROQUIA SANTA MARTA,3015348
050790200000100150002000000000,BARBOSA,CL 13 N 10-36,3004587
050790200000100150002000000000,BARBOSA,CL 13 N 10-36,3004587
050790200000100150002000000000,BARBOSA,CL 13 N 10-36,3004587
050790200000100150003000000000,BARBOSA,CL 13 N 10-50,3004588
050790200000100150003000000000,BARBOSA,CL 13 N 10-50,3004588
050790200000100150003000000000,BARBOSA,CL 13 N 10-50,3004588
050790200000100150003000000000,BARBOSA,CL 13 N 10-50,3004588
050880100080500170032902030471,BELLO,DG 67 N 31-150 TO 2 PA 03038 ET2 PI3             ,400115887
050790200000100160001000000000,BARBOSA,CR 7 N 13-11,3004593
050790200000100160001000000000,BARBOSA,CR 7 N 13-11,3004593
050790200000100160002000000000,BARBOSA,CL 13 N 7-14,3004594
050790200000100160002000000000,BARBOSA,CL 13 N 7-14,3004594
050790200000100160002000000000,BARBOSA,CL 13 N 7-14,3004594
050790200000100160002000000000,BARBOSA,CL 13 N 7-14,3004594
050790200000100160002000000000,BARBOSA,CL 13 N 7-14,3004594
050790200000100160003000000000,BARBOSA,CL 13 N 7-22,3004595
050790200000100160003000000000,BARBOSA,CL 13 N 7-22,3004595
050790200000100160003000000000,BARBOSA,CL 13 N 7-22,3004595
050790200000100160005000000000,BARBOSA,CR 7 N 13-23,3004597
050790200000100170002000000000,BARBOSA,CR 7 N 13-24/26,3004599
050790200000100170002000000000,BARBOSA,CR 7 N 13-24/26,3004599
050790200000100170002000000000,BARBOSA,CR 7 N 13-24/26,3004599
050790200000100170003000000000,BARBOSA,CR 7 N 13-36,3016087
050790200000100170003000000000,BARBOSA,CR 7 N 13-36,3016087
050790200000100170003000000000,BARBOSA,CR 7 N 13-36,3016087
050790200000100170003000000000,BARBOSA,CR 7 N 13-36,3016087
050790200000100180001000000000,BARBOSA,CL 13 N 10-25,3004600
05088000100##00400011000000000,BELLO,CL 21 N 80 54 X CR 80C N 21 06,3213189
050880001000000010002000000000,BELLO,CORRALES,3279316
050880001000000010002000000000,BELLO,CORRALES,3279316
050880001000000010002000000000,BELLO,CORRALES,3279316
050880001000000010002000000000,BELLO,CORRALES,3279316
050880001000000010002000000000,BELLO,CORRALES,3279316
050880001000000010002000000000,BELLO,CORRALES,3279316
050880001000000010002000000000,BELLO,CORRALES,3279316
050880001000000010002000000000,BELLO,CORRALES,3279316
050880001000000010002000000000,BELLO,CORRALES,3279316
050880001000000010002000000000,BELLO,CORRALES,3279316
050880001000000010002000000000,BELLO,CORRALES,3279316
050880001000000010002000000000,BELLO,CORRALES,3279316
050880001000000010002000000000,BELLO,CORRALES,3279316
050880001000000010002000000000,BELLO,CORRALES,3279316
050880001000000010002000000000,BELLO,CORRALES,3279316
050880001000000010002000000000,BELLO,CORRALES,3279316
050880001000000010002000000000,BELLO,CORRALES,3279316
050880001000000010002000000000,BELLO,CORRALES,3279316
050880001000000010002000000000,BELLO,CORRALES,3279316
050880001000000010002000000000,BELLO,CORRALES,3279316
050880001000000010002000000000,BELLO,CORRALES,3279316
050880001000000010002000000000,BELLO,CORRALES,3279316
050880001000000010002000000000,BELLO,CORRALES,3279316
050880001000000010002000000000,BELLO,CORRALES,3279316
050880001000000010002000000000,BELLO,CORRALES,3279316
050880001000000010002000000000,BELLO,CORRALES,3279316
050880001000000010003000000000,BELLO,S.N,3279424
050880001000000010003000000000,BELLO,S.N,3279424
050880001000000010003000000000,BELLO,S.N,3279424
050880001000000010003000000000,BELLO,S.N,3279424
050880001000000010003000000000,BELLO,S.N,3279424
050880001000000010003000000000,BELLO,S.N,3279424
050880001000000010003000000000,BELLO,S.N,3279424
050880001000000010003000000000,BELLO,S.N,3279424
050880001000000010003000000000,BELLO,S.N,3279424
050880001000000010003000000000,BELLO,S.N,3279424
050880001000000010003000000000,BELLO,S.N,3279424
050880001000000010003000000000,BELLO,S.N,3279424
050880001000000010003000000000,BELLO,S.N,3279424
050880001000000010003000000000,BELLO,S.N,3279424
050880001000000010003000000000,BELLO,S.N,3279424
050880001000000010003000000000,BELLO,S.N,3279424
050880001000000010003000000000,BELLO,S.N,3279424
050880001000000010003000000000,BELLO,S.N,3279424
050880001000000010003000000000,BELLO,S.N,3279424
050880001000000010003000000000,BELLO,S.N,3279424
050880001000000010003000000000,BELLO,S.N,3279424
050880001000000010010000000000,BELLO,LAS HUERTAS KM 6-7 ANTIGUA VÍA A GUARNE,13116836
050880001000000010011000000000,BELLO,LAS HUERTAS KM 6-7 ANTIGUA VIA A GUARNE,13116837
050880001000000010011000000000,BELLO,LAS HUERTAS KM 6-7 ANTIGUA VIA A GUARNE,13116837
050880001000000010011000000000,BELLO,LAS HUERTAS KM 6-7 ANTIGUA VIA A GUARNE,13116837
050880001000000010011000000000,BELLO,LAS HUERTAS KM 6-7 ANTIGUA VIA A GUARNE,13116837
050880001000000010011000000000,BELLO,LAS HUERTAS KM 6-7 ANTIGUA VIA A GUARNE,13116837
050880001000000010011000000000,BELLO,LAS HUERTAS KM 6-7 ANTIGUA VIA A GUARNE,13116837
050880001000000010011000000000,BELLO,LAS HUERTAS KM 6-7 ANTIGUA VIA A GUARNE,13116837
050880001000000010011000000000,BELLO,LAS HUERTAS KM 6-7 ANTIGUA VIA A GUARNE,13116837
050880001000000010011000000000,BELLO,LAS HUERTAS KM 6-7 ANTIGUA VIA A GUARNE,13116837
050880001000000010011000000000,BELLO,LAS HUERTAS KM 6-7 ANTIGUA VIA A GUARNE,13116837
050880001000000010011000000000,BELLO,LAS HUERTAS KM 6-7 ANTIGUA VIA A GUARNE,13116837
050880001000000010011000000000,BELLO,LAS HUERTAS KM 6-7 ANTIGUA VIA A GUARNE,13116837
050880001000000010011000000000,BELLO,LAS HUERTAS KM 6-7 ANTIGUA VIA A GUARNE,13116837
050880001000000010011000000000,BELLO,LAS HUERTAS KM 6-7 ANTIGUA VIA A GUARNE,13116837
050880001000000010011000000000,BELLO,LAS HUERTAS KM 6-7 ANTIGUA VIA A GUARNE,13116837
050880001000000010011000000000,BELLO,LAS HUERTAS KM 6-7 ANTIGUA VIA A GUARNE,13116837
050880001000000010011000000000,BELLO,LAS HUERTAS KM 6-7 ANTIGUA VIA A GUARNE,13116837
050880001000000010011000000000,BELLO,LAS HUERTAS KM 6-7 ANTIGUA VIA A GUARNE,13116837
050880001000000010011000000000,BELLO,LAS HUERTAS KM 6-7 ANTIGUA VIA A GUARNE,13116837
050880001000000010011000000000,BELLO,LAS HUERTAS KM 6-7 ANTIGUA VIA A GUARNE,13116837
050880001000000010011000000000,BELLO,LAS HUERTAS KM 6-7 ANTIGUA VIA A GUARNE,13116837
050880001000000010011000000000,BELLO,LAS HUERTAS KM 6-7 ANTIGUA VIA A GUARNE,13116837
050880001000000010011000000000,BELLO,LAS HUERTAS KM 6-7 ANTIGUA VIA A GUARNE,13116837
050880001000000010011000000000,BELLO,LAS HUERTAS KM 6-7 ANTIGUA VIA A GUARNE,13116837
050880001000000010011000000000,BELLO,LAS HUERTAS KM 6-7 ANTIGUA VIA A GUARNE,13116837
050880001000000010011000000000,BELLO,LAS HUERTAS KM 6-7 ANTIGUA VIA A GUARNE,13116837
050880001000000010011000000000,BELLO,LAS HUERTAS KM 6-7 ANTIGUA VIA A GUARNE,13116837
050880001000000010011000000000,BELLO,LAS HUERTAS KM 6-7 ANTIGUA VIA A GUARNE,13116837
050880001000000010011000000000,BELLO,LAS HUERTAS KM 6-7 ANTIGUA VIA A GUARNE,13116837
050880001000000010011000000000,BELLO,LAS HUERTAS KM 6-7 ANTIGUA VIA A GUARNE,13116837
050880001000000010011000000000,BELLO,LAS HUERTAS KM 6-7 ANTIGUA VIA A GUARNE,13116837
050880001000000010011000000000,BELLO,LAS HUERTAS KM 6-7 ANTIGUA VIA A GUARNE,13116837
050880001000000010011000000000,BELLO,LAS HUERTAS KM 6-7 ANTIGUA VIA A GUARNE,13116837
050880001000000010011000000000,BELLO,LAS HUERTAS KM 6-7 ANTIGUA VIA A GUARNE,13116837
050880001000000010011000000000,BELLO,LAS HUERTAS KM 6-7 ANTIGUA VIA A GUARNE,13116837
050880001000000010011000000000,BELLO,LAS HUERTAS KM 6-7 ANTIGUA VIA A GUARNE,13116837
050880001000000010011000000000,BELLO,LAS HUERTAS KM 6-7 ANTIGUA VIA A GUARNE,13116837
050880001000000010011000000000,BELLO,LAS HUERTAS KM 6-7 ANTIGUA VIA A GUARNE,13116837
050880001000000010011000000000,BELLO,LAS HUERTAS KM 6-7 ANTIGUA VIA A GUARNE,13116837
050880001000000010011000000000,BELLO,LAS HUERTAS KM 6-7 ANTIGUA VIA A GUARNE,13116837
050880001000000010011000000000,BELLO,LAS HUERTAS KM 6-7 ANTIGUA VIA A GUARNE,13116837
050880001000000010011000000000,BELLO,LAS HUERTAS KM 6-7 ANTIGUA VIA A GUARNE,13116837
050880001000000010011000000000,BELLO,LAS HUERTAS KM 6-7 ANTIGUA VIA A GUARNE,13116837
050880001000000010011000000000,BELLO,LAS HUERTAS KM 6-7 ANTIGUA VIA A GUARNE,13116837
050880001000000010011000000000,BELLO,LAS HUERTAS KM 6-7 ANTIGUA VIA A GUARNE,13116837
050880001000000010011000000000,BELLO,LAS HUERTAS KM 6-7 ANTIGUA VIA A GUARNE,13116837
050880001000000010011000000000,BELLO,LAS HUERTAS KM 6-7 ANTIGUA VIA A GUARNE,13116837
050880001000000010011000000000,BELLO,LAS HUERTAS KM 6-7 ANTIGUA VIA A GUARNE,13116837
050880001000000010011000000000,BELLO,LAS HUERTAS KM 6-7 ANTIGUA VIA A GUARNE,13116837
050880001000000010011000000000,BELLO,LAS HUERTAS KM 6-7 ANTIGUA VIA A GUARNE,13116837
050880001000000010011000000000,BELLO,LAS HUERTAS KM 6-7 ANTIGUA VIA A GUARNE,13116837
050880001000000010011000000000,BELLO,LAS HUERTAS KM 6-7 ANTIGUA VIA A GUARNE,13116837
050880001000000010011000000000,BELLO,LAS HUERTAS KM 6-7 ANTIGUA VIA A GUARNE,13116837
050880001000000010012000000000,BELLO,LAS HUERTAS KM 6-7 ANTIGUA VIA A GUARNE,13116838
050880001000000010012000000000,BELLO,LAS HUERTAS KM 6-7 ANTIGUA VIA A GUARNE,13116838
050880001000000010012000000000,BELLO,LAS HUERTAS KM 6-7 ANTIGUA VIA A GUARNE,13116838
050880001000000010012000000000,BELLO,LAS HUERTAS KM 6-7 ANTIGUA VIA A GUARNE,13116838
050880001000000010012000000000,BELLO,LAS HUERTAS KM 6-7 ANTIGUA VIA A GUARNE,13116838
050880001000000010012000000000,BELLO,LAS HUERTAS KM 6-7 ANTIGUA VIA A GUARNE,13116838
050880001000000010012000000000,BELLO,LAS HUERTAS KM 6-7 ANTIGUA VIA A GUARNE,13116838
050880001000000010012000000000,BELLO,LAS HUERTAS KM 6-7 ANTIGUA VIA A GUARNE,13116838
050880001000000010012000000000,BELLO,LAS HUERTAS KM 6-7 ANTIGUA VIA A GUARNE,13116838
050880001000000010012000000000,BELLO,LAS HUERTAS KM 6-7 ANTIGUA VIA A GUARNE,13116838
050880001000000010012000000000,BELLO,LAS HUERTAS KM 6-7 ANTIGUA VIA A GUARNE,13116838
050880001000000010012000000000,BELLO,LAS HUERTAS KM 6-7 ANTIGUA VIA A GUARNE,13116838
050880001000000010012000000000,BELLO,LAS HUERTAS KM 6-7 ANTIGUA VIA A GUARNE,13116838
050880001000000010012000000000,BELLO,LAS HUERTAS KM 6-7 ANTIGUA VIA A GUARNE,13116838
050880001000000010012000000000,BELLO,LAS HUERTAS KM 6-7 ANTIGUA VIA A GUARNE,13116838
050880001000000010012000000000,BELLO,LAS HUERTAS KM 6-7 ANTIGUA VIA A GUARNE,13116838
050880100080500170036903160128,BELLO,DG 67 N 31-235 TO 3 AP 1624,400129716
050880001000000010012000000000,BELLO,LAS HUERTAS KM 6-7 ANTIGUA VIA A GUARNE,13116838
050880001000000010012000000000,BELLO,LAS HUERTAS KM 6-7 ANTIGUA VIA A GUARNE,13116838
050880001000000010012000000000,BELLO,LAS HUERTAS KM 6-7 ANTIGUA VIA A GUARNE,13116838
050880001000000010012000000000,BELLO,LAS HUERTAS KM 6-7 ANTIGUA VIA A GUARNE,13116838
050880001000000010012000000000,BELLO,LAS HUERTAS KM 6-7 ANTIGUA VIA A GUARNE,13116838
050880001000000010012000000000,BELLO,LAS HUERTAS KM 6-7 ANTIGUA VIA A GUARNE,13116838
050880001000000010012000000000,BELLO,LAS HUERTAS KM 6-7 ANTIGUA VIA A GUARNE,13116838
050880001000000010013000000000,BELLO,LAS HUERTAS KM 6-7 ANTIGUA VIA A GUARNE,13116839
050880001000000020056000000000,BELLO,LOTE LOS RECUERDOS,3279450
050880001000000020107000000000,BELLO,AV 36C N 42CC 77,3339067
050880001000000020131000000000,BELLO,LO 2 PARAJE GRANIZAL,149671
050880001000000020131000000000,BELLO,LO 2 PARAJE GRANIZAL,149671
050880001000000020131000000000,BELLO,LO 2 PARAJE GRANIZAL,149671
