npn,municipio,direccion,ficha
050880100090100200025901040356,BELLO,NULL,NULL
050880100090100200025901020300,BELLO,DG 52 N 20-150 PI 2 PA 63,5649665
050880100090100200015902020434,BELLO,NULL,NULL
050880100090100200015902020444,BELLO,NULL,NULL
050880100090100200011905121020,BELLO,NULL,NULL
050880100090100200011905021202,BELLO,NULL,NULL
050880100090100200011905011228,BELLO,NULL,NULL
050880100090100200011905031285,BELLO,NULL,NULL
050880100090100200011905041345,BELLO,NULL,NULL
050880100090100200011901010390,BELLO,NULL,NULL
050880100090100200011901010491,BELLO,NULL,NULL
05088010009020013P087200000000,BELLO,NULL,NULL
05088010009020014P040901010001,BELLO,NULL,NULL
050880100090100100004901010005,BELLO,NULL,NULL
05088010009030011P040000000000,BELLO,NULL,NULL
05088010009030006P014200000000,BELLO,NULL,NULL
05088010009030003P013200000000,BELLO,NULL,NULL
05088010009030010P014200000000,BELLO,NULL,NULL
050880100090100200011901970093,BELLO,NULL,NULL
050880100090100200011901034193,BELLO,NULL,NULL
050880100090100200011904040853,BELLO,AV 26 N 52-200 SO4 TO9 CU 169,5686100
050880100090100200011905051253,BELLO,AV 26 N 52-200 SO5 TO6 PA 1011 CU 15,5686500
050880100090200080006701000277,BELLO,NULL,NULL
050880100090100200015901200154,BELLO,NULL,NULL
050880100090100200011901030031,BELLO,NULL,NULL
050880100090100200015902030454,BELLO,NULL,NULL
050880100090100200015902030467,BELLO,NULL,NULL
050880100090100200011901110032,BELLO,NULL,NULL
050880100090100200011901034174,BELLO,NULL,NULL
050880100090200110004901010003,BELLO,NULL,NULL
050880100090100200011902040029,BELLO,NULL,NULL
050880100090100200029901280335,BELLO,NULL,NULL
050880100090100200011902060047,BELLO,NULL,NULL
050880100090100200011902130100,BELLO,NULL,NULL
050880100090100200011902240186,BELLO,NULL,NULL
050880100090100200011903010231,BELLO,NULL,NULL
050880100090100200011901010254,BELLO,AV 26 N 52-200 SO 1 PA 4201 Y CU 169 TO 8,147143
050880100090100200011903020251,BELLO,NULL,NULL
050880100090100200011903050371,BELLO,NULL,NULL
050880100090300110025904040163,BELLO,NULL,NULL
050880100090100200015902070717,BELLO,NULL,NULL
050880100090100200015901040029,BELLO,NULL,NULL
050880100090100200015901110267,BELLO,NULL,NULL
050880100090100200015902020403,BELLO,NULL,NULL
050880100090100200015902020404,BELLO,NULL,NULL
050880100090100200015902030475,BELLO,AV 23 N 52-50 P1 PA 194,13216953
050880100090100200011907040363,BELLO,NULL,NULL
050880100090100200011901010036,BELLO,NULL,NULL
050880100090100200011901010298,BELLO,NULL,NULL
050880100090300110025901010092,BELLO,NULL,NULL
050880100090300110025901050411,BELLO,NULL,NULL
050880100090200130081901050040,BELLO,NULL,NULL
050880100090100210005000000000,BELLO,NULL,NULL
050880100090100210003000000000,BELLO,NULL,NULL
050880100090400010019000000000,BELLO,NULL,NULL
050880100090400050001000000000,BELLO,NULL,NULL
050880100090200130031000000000,BELLO,NULL,NULL
050880100090200140041000000000,BELLO,NULL,NULL
050880100090100010006901010002,BELLO,NULL,NULL
050880100090100020011901010001,BELLO,NULL,NULL
050880100090100050015901010004,BELLO,NULL,NULL
050880100090100060012901010004,BELLO,NULL,NULL
050880100090100080011901010004,BELLO,NULL,NULL
050880100090300020003901010002,BELLO,NULL,NULL
050880100090300010004901010002,BELLO,NULL,NULL
050880100090300010004901010004,BELLO,NULL,NULL
050880100090300100001901010001,BELLO,NULL,NULL
050880100090200130081903200230,BELLO,AV 14 N 53-30 TO 2 AP 2018 PI 20,400004452
050880100090300080004901010004,BELLO,NULL,NULL
050880100090300070002901010002,BELLO,NULL,NULL
050880100090200080002701000207,BELLO,NULL,NULL
050880100090200080002701000318,BELLO,NULL,NULL
050880100090200080003701000892,BELLO,NULL,NULL
050880100090200080003701000440,BELLO,NULL,NULL
050880100090200080003701000505,BELLO,NULL,NULL
050880100090200080003701000820,BELLO,NULL,NULL
050880100090200080003701000985,BELLO,NULL,NULL
050880100090200080003701001156,BELLO,NULL,NULL
050880100090100200029904170080,BELLO,NULL,NULL
050880100090200130081903230261,BELLO,AV 14 N 53-30 TO 2 AP 2313 PI 23,400004483
050880100090100200029903010418,BELLO,AV 26 N 52-140 PA 01080 PI 1,400033306
050880100090200130081903100115,BELLO,AV 14 N 53-30 TO 2 AP 1023 PI 10,400004337
050880100090100200029904220111,BELLO,NULL,NULL
050880100090100200029904010391,BELLO,NULL,NULL
052120001000000010427000000000,COPACABANA,EL PORTAL DE MARIA,8117409
050880100090300110036800000140,BELLO,NULL,NULL
050880100090100210007903030041,BELLO,NULL,NULL
050880100090300110052901080005,BELLO,NULL,NULL
050880100090300110053902060006,BELLO,NULL,NULL
050880100090300110054901020272,BELLO,NULL,NULL
050880100090300110054903020003,BELLO,NULL,NULL
050880100090300110054903130008,BELLO,NULL,NULL
050880100090300110055901100001,BELLO,NULL,NULL
050880100090300110055901140010,BELLO,NULL,NULL
050880100090300110055901160009,BELLO,NULL,NULL
050880100090300110056901070719,BELLO,NULL,NULL
050880100090300110056901080816,BELLO,NULL,NULL
050880100090100200011904060001,BELLO,NULL,NULL
050880100090300110036800000004,BELLO,AV 17 N57-31 LT4,400121579
050880100090100200011904040298,BELLO,NULL,NULL
050880100090100200011904020405,BELLO,NULL,NULL
050880100090100200011904030231,BELLO,NULL,NULL
050880100090100200011904010500,BELLO,NULL,NULL
050880100090100200011904060057,BELLO,NULL,NULL
050880100090100200011903050374,BELLO,NULL,NULL
050880100090100200025901230184,BELLO,NULL,NULL
050880100090300110025907010090,BELLO,NULL,NULL
050880100090100200011904020762,BELLO,NULL,NULL
050880100090100200011904030806,BELLO,AV 26 N 52-200 SO3 TO9 CU 196,5686053
050880100090100200011905020933,BELLO,NULL,NULL
050880100090100200011905161062,BELLO,NULL,NULL
050880100090100200011905031198,BELLO,NULL,NULL
050880100090100200011905011238,BELLO,NULL,NULL
05088010009020013P088200000000,BELLO,NULL,NULL
050880100090100200011901970081,BELLO,NULL,NULL
050880100090100200015902040557,BELLO,AV 23 N 52-50 PI 2 PA 276,13217035
050880100090100200011901020186,BELLO,NULL,NULL
050880100090100200011901040030,BELLO,NULL,NULL
050880100090200080006701000220,BELLO,NULL,NULL
050880100090100200011901230029,BELLO,NULL,NULL
05088010009020012P090200000000,BELLO,NULL,NULL
05088010009030011P031000000000,BELLO,NULL,NULL
050880100090100200015903171173,BELLO,NULL,NULL
050880100090100200011903010237,BELLO,NULL,NULL
050880100090100200011903050410,BELLO,NULL,NULL
052120001000000010434000000000,COPACABANA,LO,8117416
050880100090300110025906040218,BELLO,NULL,NULL
050880100090100200015902060688,BELLO,NULL,NULL
050880100090100200015902060706,BELLO,NULL,NULL
050880100090100200015901050040,BELLO,NULL,NULL
050880100090100200015901120094,BELLO,NULL,NULL
050880100090100200015901140108,BELLO,NULL,NULL
050880100090100200015901030207,BELLO,NULL,NULL
050880100090100200015902020445,BELLO,NULL,NULL
050880100090100200015902050625,BELLO,AV 23 N 52-50 PI 3 PA 344,13170255
050880100090100200015902060692,BELLO,AV 23 N 52-50 PI 4 PA 411,13170322
050880100090300110025903050140,BELLO,DG 58 N 19A-26 PI 3 TO 7 AP N 327,12143935
050880100090400010006000000000,BELLO,NULL,NULL
050880100090200080006702000025,BELLO,NULL,NULL
052120001000000010466000000000,COPACABANA,VEREDA QUEBRADA ARRIBA,8117444
050880100090100200011907030547,BELLO,NULL,NULL
050880100090100200011901010278,BELLO,NULL,NULL
050880100090100200011901010284,BELLO,NULL,NULL
050880100090300110025901010018,BELLO,NULL,NULL
050880100090300110025901010110,BELLO,NULL,NULL
050880100090300110025901010394,BELLO,NULL,NULL
050880100090100200029901120220,BELLO,NULL,NULL
050880100090100200029901100423,BELLO,NULL,NULL
050880100090300110025901060444,BELLO,NULL,NULL
050880100090100200029901300532,BELLO,NULL,NULL
050880100090100200029902100440,BELLO,NULL,NULL
050880100090200130081901040019,BELLO,NULL,NULL
050880100090200130081901050039,BELLO,NULL,NULL
050880100090200130081901190209,BELLO,NULL,NULL
050880100090200130081902010285,BELLO,NULL,NULL
050880100090400010029000000000,BELLO,NULL,NULL
050880100090400040001000000000,BELLO,NULL,NULL
050880100090200080007704000331,BELLO,NULL,NULL
050880100090200140009000000000,BELLO,NULL,NULL
050880100090300110025901010113,BELLO,DG 58 N 19 A-26 PA N 137,1494768
050880100090200110004902000010,BELLO,AV 10 N 52-80 BG 32,21353397
050880100090100030008901010001,BELLO,NULL,NULL
050880100090100070002901010002,BELLO,NULL,NULL
050880100090100070010901010004,BELLO,NULL,NULL
050880100090100110012901010004,BELLO,NULL,NULL
052120001000000010466000000000,COPACABANA,VEREDA QUEBRADA ARRIBA,8117444
050880100090300020008901010003,BELLO,NULL,NULL
050880100090300100006901010002,BELLO,NULL,NULL
050880100090300060007901010002,BELLO,NULL,NULL
050880100090200080003701000073,BELLO,NULL,NULL
050880100090200080003701000131,BELLO,NULL,NULL
050880100090200080003701000192,BELLO,NULL,NULL
050880100090200080003701000522,BELLO,NULL,NULL
050880100090200080003701000593,BELLO,NULL,NULL
050880100090200080003701000643,BELLO,NULL,NULL
050880100090200080003701000823,BELLO,NULL,NULL
050880100090200080003701001130,BELLO,NULL,NULL
050880100090200080004701000003,BELLO,NULL,NULL
050880100090200080004701000008,BELLO,NULL,NULL
050880100090200080004701000567,BELLO,NULL,NULL
050880100090200080005701000404,BELLO,NULL,NULL
050880100090200080005701000518,BELLO,NULL,NULL
050880100090200080006701000041,BELLO,NULL,NULL
050880100090200080006701000056,BELLO,NULL,NULL
050880100090200130081903140155,BELLO,NULL,NULL
050880100090200130081903140163,BELLO,NULL,NULL
050880100090100140004901010001,BELLO,AV 20 N 57AA-68 PI 1 ED 04 MZ H,3240518
050880100090100120018901010002,BELLO,AV 20 N 57AA-63 AP 201 PI 2 ED 18 MZ I,3240431
050880100090100200029903010405,BELLO,AV 26 N 52-140 PA 99170 SO,400033293
052120001000000010466000000000,COPACABANA,VEREDA QUEBRADA ARRIBA,8117444
052120001000000010466000000000,COPACABANA,VEREDA QUEBRADA ARRIBA,8117444
052120001000000010472000000000,COPACABANA,VEREDA QUEBRADA ARRIBA,8117449
050880100090100200029903030533,BELLO,AV 26 N 52-140 PA 03076 PI 3,400033421
050880100090300110054903130005,BELLO,NULL,NULL
050880100090100200029903120063,BELLO,AV 26 N 52-140 AP 1415 PI 14,400032951
050880100090100200029904240126,BELLO,NULL,NULL
050880100090300050006901010002,BELLO,NULL,NULL
050880100090100200029904300159,BELLO,NULL,NULL
050880100090100200029904010334,BELLO,NULL,NULL
050880100090100210007901190002,BELLO,NULL,NULL
050880100090300110052901040008,BELLO,NULL,NULL
050880100090300110052901070002,BELLO,NULL,NULL
050880100090200130081904020029,BELLO,AV 14 N 53-30 TO 3 AP 237 PI 2,400075672
050880100090300110052901160002,BELLO,NULL,NULL
050880100090300110054901030383,BELLO,NULL,NULL
050880100090300110054901060610,BELLO,NULL,NULL
050880100090300110055901130005,BELLO,NULL,NULL
050880100090300110055901150007,BELLO,NULL,NULL
050880100090300110055901200001,BELLO,NULL,NULL
050880100090300110055901200002,BELLO,NULL,NULL
050880100090300110056901080810,BELLO,NULL,NULL
050880100090100200011904020346,BELLO,NULL,NULL
050880100090100200011904020429,BELLO,NULL,NULL
050880100090200080006702000027,BELLO,NULL,NULL
050880100090100200011904050153,BELLO,NULL,NULL
050880100090100200011904050171,BELLO,NULL,NULL
050880100090100200011904050172,BELLO,NULL,NULL
050880100090100200011904010487,BELLO,NULL,NULL
050880100090100200011904050138,BELLO,NULL,NULL
050880100090100200025901230186,BELLO,NULL,NULL
050880100090100200025901040359,BELLO,NULL,NULL
050880100090101000008400000000,BELLO,NULL,NULL
050880100090300110053902040008,BELLO,DG 54 N 19-20 AP 438 P 4 ED 2,400165226
050880100090100200011901170025,BELLO,NULL,NULL
050880100090100200011907050332,BELLO,NULL,NULL
050880100090100200011901240032,BELLO,NULL,NULL
050880100090100200011901970086,BELLO,NULL,NULL
050880100090100200011901034178,BELLO,NULL,NULL
050880100090100200011901052083,BELLO,NULL,NULL
050880100090100200011901100030,BELLO,NULL,NULL
050880100090100200011901052086,BELLO,NULL,NULL
050880100090300040004901010003,BELLO,NULL,NULL
05088010009020012P084200000000,BELLO,NULL,NULL
05088010009020012P086200000000,BELLO,NULL,NULL
050880100090100200015903211206,BELLO,NULL,NULL
052120001000000010472000000000,COPACABANA,VEREDA QUEBRADA ARRIBA,8117449
050880100090100200011903020241,BELLO,NULL,NULL
050880100090100200011903050377,BELLO,NULL,NULL
050880100090100200011903050436,BELLO,NULL,NULL
050880100090100200015903011294,BELLO,NULL,NULL
050880100090100200015903011310,BELLO,NULL,NULL
050880100090100200011907230180,BELLO,NULL,NULL
050880100090100200011907010295,BELLO,AV 26 N 52-200 TO2 SO 1 CU 138,1446788
052120001000000010489000000000,COPACABANA,EL RANCHO,8117466
050880100090100200011907040357,BELLO,NULL,NULL
050880100090100200011907010491,BELLO,NULL,NULL
050880100090100200011901010203,BELLO,NULL,NULL
050880100090300110025901010026,BELLO,NULL,NULL
050880100090300110025901010047,BELLO,NULL,NULL
050880100090300110025901010079,BELLO,NULL,NULL
050880100090300110025901010087,BELLO,NULL,NULL
050880100090100200029901120050,BELLO,NULL,NULL
050880100090200080006701000379,BELLO,NULL,NULL
050880100090100200029901110216,BELLO,NULL,NULL
050880100090100200029901150242,BELLO,NULL,NULL
050880100090200130081902030421,BELLO,DG 53 N 13-64 TO PI 3 CU 2,21381767
050880100090300110025901030429,BELLO,NULL,NULL
050880100090300090008901010004,BELLO,NULL,NULL
050880100090100200029902010371,BELLO,NULL,NULL
050880100090100200011906010374,BELLO,NULL,NULL
050880100090200130081901010002,BELLO,NULL,NULL
050880100090400010028000000000,BELLO,NULL,NULL
050880100090400040001000000000,BELLO,NULL,NULL
050880100090200080003701001115,BELLO,NULL,NULL
050880100090100200029902270330,BELLO,AV 26 N 52-140 CU 2713,1512077
050880100090100200029901220289,BELLO,AV 26 N 52-140 CU 2207,1496839
050880100030200200003901010001,BELLO,CL 46 N 58C-24 PI1,3222280
050880100110100280040903020064,BELLO,CL 21DD N 41D-40 AP 9802,250581
050880100090200130047000000000,BELLO,NULL,NULL
050880100090100070004901020004,BELLO,NULL,NULL
050880100090100090008901010003,BELLO,NULL,NULL
050880100090100100016901010002,BELLO,NULL,NULL
050880100090100120012901010002,BELLO,NULL,NULL
050880100090100140001901010003,BELLO,NULL,NULL
050880100090100140005901010004,BELLO,NULL,NULL
050880100090300050001901010002,BELLO,NULL,NULL
050880100090300050002901010001,BELLO,NULL,NULL
052120001000000010502000000000,COPACABANA,VRD QUEBRADA ARRIBA,8117479
050880100090300020004901010001,BELLO,NULL,NULL
050880100090300100004901010003,BELLO,NULL,NULL
050880100090300100005901010004,BELLO,NULL,NULL
050880100090300090002901010002,BELLO,NULL,NULL
050880100090300090002901010003,BELLO,NULL,NULL
050880100090200080008702000966,BELLO,NULL,NULL
050880100090300070006901010003,BELLO,NULL,NULL
050880100090200080002701000052,BELLO,NULL,NULL
050880100090200080003701000099,BELLO,NULL,NULL
050880100090200080003701000297,BELLO,NULL,NULL
050880100090200080003701000709,BELLO,NULL,NULL
050880100090200080003701000533,BELLO,NULL,NULL
050880100090200080003701000940,BELLO,NULL,NULL
050880100090200080003701000987,BELLO,NULL,NULL
050880100090200080003701001003,BELLO,NULL,NULL
050880100090200080003701001084,BELLO,NULL,NULL
050880100090200080005702000483,BELLO,NULL,NULL
050880100090200080005701000140,BELLO,NULL,NULL
050880100090200080005701000061,BELLO,NULL,NULL
050880100090200130005200001017,BELLO,NULL,NULL
050880100090200080003701000343,BELLO,NULL,NULL
050880100090200080004701000181,BELLO,NULL,NULL
050880100090200090002704000426,BELLO,NULL,NULL
050880100090200090003702000594,BELLO,NULL,NULL
050880100090200090005704000224,BELLO,NULL,NULL
050880100090200090002705000306,BELLO,NULL,NULL
050880100090200090004703000469,BELLO,NULL,NULL
050880100090200090005705000373,BELLO,NULL,NULL
050880100090200090005703000402,BELLO,NULL,NULL
050880100090300120012200001013,BELLO,NULL,NULL
050880100090100200011901043138,BELLO,NULL,NULL
050880100090200130081903230263,BELLO,AV 14 N 53-30 TO 2 AP 2315 PI 23,400004485
050880100090200140033901010003,BELLO,AV 14 N 53B-31,3291855
050880100090100200029904300160,BELLO,NULL,NULL
050880100090100200025901040369,BELLO,NULL,NULL
050880100090100210007901030005,BELLO,NULL,NULL
050880100090100210007902100006,BELLO,NULL,NULL
050880100090100200029903020494,BELLO,AV 26 N 52-140 PA 02168 PI 2,400033382
050880100090100200029904030514,BELLO,AV 26 N 52-140 PA 03058 PI 3,400093250
050880100090100200029903010435,BELLO,AV 26 N 52-140 PA 01112 PI 1,400033323
050880100090300110052901150005,BELLO,NULL,NULL
050880100090300110052901150007,BELLO,NULL,NULL
050880100090300110054901020209,BELLO,NULL,NULL
050880100090300110054901030377,BELLO,NULL,NULL
050880100090300110054901030380,BELLO,NULL,NULL
050880100090300110054901040408,BELLO,NULL,NULL
050880100090300110054901060614,BELLO,NULL,NULL
050880100090300110054903120008,BELLO,NULL,NULL
0508801000901002P0042900000000,BELLO,NULL,NULL
050880100090300110054903280006,BELLO,NULL,NULL
050880100090300110055901090004,BELLO,NULL,NULL
050880100090100200029902110219,BELLO,NULL,NULL
050880100090300110055901100005,BELLO,NULL,NULL
050880100090300110056902020002,BELLO,NULL,NULL
050880100090100200011904060025,BELLO,NULL,NULL
050880100090100200011904040309,BELLO,AV 26 N 52-200 SO4 TO9 PA 3232,5575299
050880100090100200011904020333,BELLO,NULL,NULL
050880100090100200011904060069,BELLO,NULL,NULL
050880100090300110053902190002,BELLO,DG 54 N 19-20 AP 1932 P 19 ED 2,400165370
050880100090100200025901020305,BELLO,DG 52 N 20-150 PI 2 PA 68,5649670
050880100090100200025901150118,BELLO,DG 52 N 20-150 PI 15 AP 1507,5640699
050880100110200010001300000000,BELLO,CR 41F N 21B-03,3201893
050880100090100200011902090067,BELLO,NULL,NULL
050880100090100200011904240733,BELLO,NULL,NULL
050880100090100200011904040836,BELLO,NULL,NULL
050880100090100200011905060959,BELLO,NULL,NULL
050880100090100200011905241140,BELLO,NULL,NULL
050880100090100200011905031281,BELLO,NULL,NULL
050880100090100200011901010497,BELLO,NULL,NULL
05088010009020013P090000000000,BELLO,NULL,NULL
050880100090100200011901180029,BELLO,NULL,NULL
050880100090100200011901020185,BELLO,NULL,NULL
050880100090100200011901052085,BELLO,NULL,NULL
050880100090100200011901052076,BELLO,NULL,NULL
050880100090100200011901043130,BELLO,NULL,NULL
05088010009030011P031000000000,BELLO,NULL,NULL
050880100090100200015903041067,BELLO,NULL,NULL
052120001000000010502000000000,COPACABANA,VRD QUEBRADA ARRIBA,8117479
050880100090100200011903050382,BELLO,NULL,NULL
050880100090100200011903050415,BELLO,NULL,NULL
050880100090100200011903050473,BELLO,NULL,NULL
050880100090100200011903050529,BELLO,NULL,NULL
050880100090300110025903020127,BELLO,NULL,NULL
050880100090300110025906010206,BELLO,NULL,NULL
050880100090100200015901030880,BELLO,NULL,NULL
050880100090100200015901050893,BELLO,NULL,NULL
050880100090100200011907120096,BELLO,AV 26 N 52-200 TO2 AP 1250,1446589
050880100090100200029902120225,BELLO,NULL,NULL
050880100090100200015901090072,BELLO,NULL,NULL
050880100090100200015901100262,BELLO,NULL,NULL
050880100090100200015902020424,BELLO,AV 23 N 52-50 SO 1 PA 103,13216902
050880100090100200015901200159,BELLO,AV 23 N 52-50 AP 2007,13216637
050880100090100200015903061086,BELLO,AV 23 N 52-50 P6 AP 630,1113238
050880100090200120083000000000,BELLO,DG 53 N 12-32/10,12330096
050880100090100200011907180137,BELLO,NULL,NULL
050880100090100200011906050240,BELLO,AV 26 N 52-200 SO5 TO1 CU 49,21351659
050880100090300110025901050465,BELLO,DG 58 N 19 A-26 AP 345 PI 3 TO 12,1509760
050880100090200080003701001103,BELLO,NULL,NULL
050880100090100200029901290155,BELLO,NULL,NULL
050880100090100200029901140239,BELLO,NULL,NULL
050880100090300110025901010508,BELLO,NULL,NULL
050880100090200080011701000175,BELLO,NULL,NULL
050880100090100200011906010366,BELLO,NULL,NULL
050880100090100200011906060382,BELLO,NULL,NULL
050880100090100200022000000000,BELLO,NULL,NULL
050880100090200130081901100094,BELLO,NULL,NULL
050880100090200130081902020294,BELLO,NULL,NULL
050880100090100040011901030005,BELLO,NULL,NULL
050880100090400010019000000000,BELLO,NULL,NULL
050880100090400010029000000000,BELLO,NULL,NULL
050880100090200150004000000000,BELLO,NULL,NULL
050880100090100200011907040230,BELLO,AV 26 N 52-200 TO2 SO4 CU 43,1446723
050880100090100200011907030399,BELLO,AV 26 N 52-200 TO2 SO3 PA 3119,1446892
050880100090100200029901110048,BELLO,AV 26 N 52-140 AP 1106,1496598
050880100090100180014901010003,BELLO,AV 21B N 57-51 PI 1,3240699
050880100090100010024901010003,BELLO,NULL,NULL
050880100090100020014901010002,BELLO,NULL,NULL
050880100090100040001901010001,BELLO,NULL,NULL
050880100090100050008901010001,BELLO,NULL,NULL
050880100090100060005901010002,BELLO,NULL,NULL
050880100090300030002901010003,BELLO,AV 19B N 57-19 CS 18,3240768
050880100090100060008901010004,BELLO,NULL,NULL
050880100090100080003901010003,BELLO,NULL,NULL
050880100090100080008901010004,BELLO,NULL,NULL
050880100090100110007901010002,BELLO,NULL,NULL
050880100090100120016901010002,BELLO,NULL,NULL
050880100090100130011901010001,BELLO,NULL,NULL
050880100090300090005901010003,BELLO,NULL,NULL
050880100090200080011701000225,BELLO,NULL,NULL
050880100090300080005901010004,BELLO,NULL,NULL
050880100090300080008901010001,BELLO,NULL,NULL
050880100090300070004901010004,BELLO,NULL,NULL
050880100090300060008901010001,BELLO,NULL,NULL
050880100090200080002701000073,BELLO,NULL,NULL
050880100090200080002701000225,BELLO,NULL,NULL
050880100090200080003701000007,BELLO,NULL,NULL
050880100090200080003701000485,BELLO,NULL,NULL
050880100090200080003701000199,BELLO,NULL,NULL
050880100090200080003701000423,BELLO,NULL,NULL
050880100090200080003701000708,BELLO,NULL,NULL
050880100090200080003701001043,BELLO,NULL,NULL
050880100090200080003701001065,BELLO,NULL,NULL
050880100090200080003701001189,BELLO,NULL,NULL
050880100090200080004701000274,BELLO,NULL,NULL
050880100090200080004701000534,BELLO,NULL,NULL
050880100090100200029903270330,BELLO,AV 26 N 52-140 CU 2720 PI 27,400033218
050880100090200080004701000559,BELLO,NULL,NULL
050880100090200080005701000498,BELLO,NULL,NULL
050880100090200080005701000529,BELLO,NULL,NULL
050880100090200140049901010001,BELLO,NULL,NULL
050880100090200080005708000527,BELLO,NULL,NULL
050880100090200080005701000223,BELLO,NULL,NULL
050880100090200080005701000286,BELLO,NULL,NULL
050880100090200130040901010002,BELLO,NULL,NULL
050880100090200090004704000246,BELLO,NULL,NULL
050880100090200080005701000481,BELLO,NULL,NULL
050880100090200090003702000591,BELLO,NULL,NULL
050880100090200090003701000809,BELLO,NULL,NULL
050880100090200090005701000196,BELLO,NULL,NULL
050880100090100200029903120059,BELLO,AV 26 N 52-140 AP 1317 PI 13,400032947
050880100090200090005703000218,BELLO,NULL,NULL
050880100090200090005703000279,BELLO,NULL,NULL
050880100090200090005703000292,BELLO,NULL,NULL
050880100090200130081903070074,BELLO,NULL,NULL
050880100090100200029904080029,BELLO,NULL,NULL
050880100090100200029904060188,BELLO,NULL,NULL
050880100090100200029904120231,BELLO,NULL,NULL
052120001000000010503000000000,COPACABANA,VEREDA QUEBRADA ARRIBA,8117480
050880100090300110036800000008,BELLO,NULL,NULL
052120001000000010503000000000,COPACABANA,VEREDA QUEBRADA ARRIBA,8117480
050880100090100210007901170001,BELLO,NULL,NULL
050880100090100210007901200005,BELLO,NULL,NULL
050880100090100210007902090001,BELLO,NULL,NULL
050880100090100210007903020035,BELLO,NULL,NULL
050880100090100210007903050089,BELLO,NULL,NULL
050880100090200080004701000593,BELLO,NULL,NULL
050880100090300110052901030006,BELLO,NULL,NULL
050880100090300110052901050009,BELLO,NULL,NULL
050880100090300110052901060006,BELLO,NULL,NULL
050880100090300110054901020267,BELLO,NULL,NULL
050880100090300110054901050511,BELLO,NULL,NULL
050880100090100200015902070743,BELLO,NULL,NULL
050880100090300110054903290002,BELLO,NULL,NULL
050880100090300110056901030351,BELLO,NULL,NULL
050880100090300110056902010005,BELLO,NULL,NULL
050880100090300110056902200001,BELLO,NULL,NULL
050880100090100200011904010721,BELLO,AV 26 N 52-200 LT 24 TO 9,5685968
050880100090100200011904020355,BELLO,NULL,NULL
050880100090100200011904010444,BELLO,NULL,NULL
050880100090100200025901220176,BELLO,DG 52 N 20-150 PI 22 AP 2202,5640757
052120001000000010503000000000,COPACABANA,VEREDA QUEBRADA ARRIBA,8117480
050880100090100200011901061054,BELLO,NULL,NULL
050880100090100200011904050106,BELLO,NULL,NULL
050880100090100080009901010002,BELLO,NULL,NULL
050880100090100200011905030938,BELLO,NULL,NULL
050880100090100200011905070969,BELLO,NULL,NULL
050880100090100200011905051331,BELLO,NULL,NULL
050880100090100200011905021361,BELLO,NULL,NULL
050880100090100200015902070769,BELLO,NULL,NULL
050880100090100200011904040308,BELLO,AV 26 N 52-200 SO4 TO9 PA 3231,5575297
050880100090100200025901080054,BELLO,DG 52 N 20-150 PI 8 AP 806,5640635
050880100090100200011901010414,BELLO,NULL,NULL
05088010009040001P070200000000,BELLO,NULL,NULL
050880100090100090007901010006,BELLO,NULL,NULL
05088010009030006P011200000000,BELLO,NULL,NULL
050880100090100200011901020028,BELLO,NULL,NULL
050880100090100200011901220026,BELLO,NULL,NULL
050880100090100200011901034173,BELLO,NULL,NULL
05088010009020011P017901010002,BELLO,NULL,NULL
050880100090100200011902250200,BELLO,NULL,NULL
050880100090100200011903050439,BELLO,NULL,NULL
050880100090100200011903050509,BELLO,NULL,NULL
050880100090100200011903050517,BELLO,NULL,NULL
050880100090200080004701000268,BELLO,NULL,NULL
050880100090100200011903050535,BELLO,NULL,NULL
050880100090300110025907010067,BELLO,NULL,NULL
050880100090300110025902060114,BELLO,NULL,NULL
050880100090300110025905040193,BELLO,NULL,NULL
050880100090100200015902060697,BELLO,NULL,NULL
050880100090300110025907010035,BELLO,DG 58 N 19A-26 PA N 209,12143830
050880100090100200015901010860,BELLO,NULL,NULL
050880100090100200015901040885,BELLO,NULL,NULL
050880100090100200015901070912,BELLO,NULL,NULL
050880100090100200015901080914,BELLO,NULL,NULL
050880100090100200015901180143,BELLO,NULL,NULL
050880100090100200015902020402,BELLO,NULL,NULL
050880100090100200015902030450,BELLO,NULL,NULL
050880100090200080002702000269,BELLO,NULL,NULL
050880100090100200011907020274,BELLO,NULL,NULL
050880100090100200011901010233,BELLO,NULL,NULL
050880100090300110025901010004,BELLO,NULL,NULL
050880100090300110025901010056,BELLO,NULL,NULL
050880100090300110025901010147,BELLO,NULL,NULL
050880100090300110025901010263,BELLO,NULL,NULL
050880100090300110025901040324,BELLO,NULL,NULL
050880100090200080004701000410,BELLO,NULL,NULL
050880100090300110025901040435,BELLO,DG 58 N 19 A-26 AP 2431,1509730
050880100090100200029901190269,BELLO,NULL,NULL
050880100090100200029901300351,BELLO,NULL,NULL
050880100090100200015901100935,BELLO,AV 23 N 52-50 AP 1023,13170565
050880100090300110025901010507,BELLO,NULL,NULL
050880100090100200015902070783,BELLO,AV 23 N 52-50 TO 3 PA 500,13170413
050880100090100200029901140233,BELLO,AV 26 N 52-140 CU 1407,1496783
050880100090100200029902200282,BELLO,NULL,NULL
050880100090100200029902280342,BELLO,NULL,NULL
050880100090100200029902210481,BELLO,NULL,NULL
050880100090100200029902310513,BELLO,NULL,NULL
050880100090200130081901140139,BELLO,NULL,NULL
050880100090200130081902030375,BELLO,NULL,NULL
